seed,width,eval_accuracy,eval_nll,train_seconds,dictionary_reconstruction_r2,dictionary_code_density,dictionary_active_components,dictionary_split_stability_cosine
20260521,1,0.6813333630561829,0.95064377784729,218.07780474994797,0.2507643229166666,0.16666666666666666,8.0,0.401962012052536
