basis_kind,seed,dictionary_seed,query,family,model_query_id,method,query_signature,query_description,reference_rate,select_rate,uses_concept,auroc,average_precision,top_decile_rate,top_decile_lift
sklearn_sdl,20260521,0,4,output_fp,cifar10/sklearn_sdl/m20260521/d0/4,random_comp,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.85, ""values"": []}]]",(prediction in {truck} AND label not in {truck} AND confidence > 0.85),0.0012,0.00125,False,0.8894171949727505,0.006568233038119883,0.005,5.0
sklearn_sdl,20260521,0,4,output_fp,cifar10/sklearn_sdl/m20260521/d0/4,output_active,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.85, ""values"": []}]]",(prediction in {truck} AND label not in {truck} AND confidence > 0.85),0.0012,0.00125,False,0.9816761205650094,0.04778468690595121,0.01,10.0
sklearn_sdl,20260521,0,4,output_fp,cifar10/sklearn_sdl/m20260521/d0/4,per_query_rf,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.85, ""values"": []}]]",(prediction in {truck} AND label not in {truck} AND confidence > 0.85),0.0012,0.00125,False,0.9800772995217439,0.4833530920029563,0.01,10.0
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,internal,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.9434135740554999,0.11562233024755647,0.021666666666666667,7.222222222222222
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,output_comp,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.9941212526468294,0.28631036408031174,0.03,10.0
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,input_concept_comp,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.7467216464207438,0.006859720114747707,0.006666666666666667,2.2222222222222223
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,embedding_comp,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.9559883353764999,0.1624273719371977,0.025,8.333333333333334
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,pca_comp,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.9251179464318883,0.09335390519561097,0.016666666666666666,5.555555555555555
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,random_comp,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.8172016048144434,0.1460377780296086,0.015,5.0
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,output_active,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.9898956127642187,0.1267902601007252,0.03,10.0
sklearn_sdl,20260521,0,5,output_fp,cifar10/sklearn_sdl/m20260521/d0/5,per_query_rf,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.0023,0.002125,False,0.9925888777443442,0.7479430942068214,0.03,10.0
sklearn_sdl,20260521,0,6,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/6,internal,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.0061,0.005875,True,0.8646053124568633,0.04400090666796673,0.03,5.294117647058823
sklearn_sdl,20260521,0,6,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/6,output_comp,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.0061,0.005875,True,0.8540651929561633,0.02124593626830845,0.02,3.5294117647058822
sklearn_sdl,20260521,0,6,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/6,input_concept_comp,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.0061,0.005875,True,0.9493206602117883,0.08600287946102021,0.045,7.941176470588235
sklearn_sdl,20260521,0,6,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/6,embedding_comp,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.0061,0.005875,True,0.9712587012679694,0.3315481012722444,0.04833333333333333,8.529411764705882
sklearn_sdl,20260521,0,6,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/6,pca_comp,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.0061,0.005875,True,0.9323568850939639,0.06262631340882979,0.041666666666666664,7.352941176470587
sklearn_sdl,20260521,0,6,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/6,random_comp,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.0061,0.005875,True,0.783538088383191,0.03186744196816946,0.02666666666666667,4.705882352941177
