basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mc_rmse,mae,rmse_ratio_vs_mc,effective_mc_multiplier
saelens_sae,input_concept_comp,256,12,12,0.0059,0.0027895881168105837,0.004697319575876935,0.0021313011138876007,0.5938680713010249,2.8354372921290185
saelens_sae,internal,256,12,12,0.0059,0.003291849272313553,0.004697319575876935,0.0024116415346285432,0.700793126620303,2.0361995295050646
saelens_sae,output_comp,256,12,12,0.0059,0.003536959256316989,0.004697319575876935,0.002390859964934163,0.7529739459246139,1.7637624875851334
saelens_sae,output_active,256,12,12,0.0059,0.004120723685387037,0.004697319575876935,0.0027392345358867053,0.8772500186167865,1.299431013318583
saelens_sae,random_comp,256,12,12,0.0059,0.004477009222650371,0.004697319575876935,0.0030366002895000506,0.9530987088130075,1.1008400911274694
saelens_sae,random_stratified,256,12,12,0.0059,0.004581685404882786,0.004697319575876935,0.003314223764303239,0.9753829457148312,1.0511136703526214
saelens_sae,mc,256,12,12,0.0059,0.004697319575876935,0.004697319575876935,0.0035976851851851643,1.0,1.0
saelens_sae,embedding_ase,256,12,12,0.0059,0.004785047258329956,0.004697319575876935,0.0037576772644262965,1.0186761153964372,0.9636686993083533
saelens_sae,ase_output,256,12,12,0.0059,0.004966130462381678,0.004697319575876935,0.0037909312141887145,1.057226442051169,0.8946722493056379
saelens_sae,embedding_comp,256,12,12,0.0059,0.005672140453655923,0.004697319575876935,0.002676898907164003,1.2075270507003988,0.6858138683146314
saelens_sae,per_query_rf,512,12,12,0.0059,0.001544822860215448,0.0029664424359069847,0.0012037224123288203,0.5207661680928999,3.687350960044413
saelens_sae,pca_comp,512,12,12,0.0059,0.001829960325122997,0.0029664424359069847,0.0013350107773370719,0.6168871854624375,2.6277769718529727
saelens_sae,internal,512,12,12,0.0059,0.002320401020950853,0.0029664424359069847,0.0018251144664397612,0.7822167701162199,1.634352586586179
saelens_sae,output_comp,512,12,12,0.0059,0.002478150438733721,0.0029664424359069847,0.0016553891171789863,0.835394750539304,1.432902090137456
saelens_sae,input_concept_comp,512,12,12,0.0059,0.002503310021690349,0.0029664424359069847,0.0018310675984894243,0.8438761498923091,1.4042439919920555
saelens_sae,random_comp,512,12,12,0.0059,0.00265163312266136,0.0029664424359069847,0.0020433622163932587,0.8938764799764697,1.2515407069108089
saelens_sae,mc,512,12,12,0.0059,0.0029664424359069847,0.0029664424359069847,0.002292795138888862,1.0,1.0
saelens_sae,embedding_comp,512,12,12,0.0059,0.00306041874450861,0.0029664424359069847,0.0018504674682242336,1.03167980186101,0.9395289007103
saelens_sae,output_active,512,12,12,0.0059,0.003062037112531632,0.0029664424359069847,0.0018981377974794194,1.0322253604073122,0.9385360311528911
saelens_sae,random_stratified,512,12,12,0.0059,0.0034707269844433523,0.0029664424359069847,0.0026817763646558163,1.1699964045930267,0.7305180407795722
saelens_sae,embedding_ase,512,12,12,0.0059,0.004802236348212389,0.0029664424359069847,0.003065749556492889,1.6188537118011237,0.3815792844326863
saelens_sae,ase_output,512,12,12,0.0059,0.006761006558959505,0.0029664424359069847,0.003307544392125307,2.279163241842021,0.19250815686504036
saelens_sae,per_query_rf,1024,12,12,0.0059,0.0013313405939378983,0.0023144039041394543,0.0009537722229403869,0.5752412496179744,3.022038256943571
