basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mae,mc_rmse,rmse_ratio_vs_mc,effective_mc_multiplier
spd,input_concept_comp,256,36,12,0.0059,0.002872982963060879,0.002401541094177273,0.004677861038719454,0.6141659487703266,2.6511147845762104
spd,pca_comp,256,36,12,0.0059,0.0028874132757600477,0.0021764234707424015,0.004677861038719454,0.6172507588105836,2.6246822545564594
spd,random_comp,256,36,12,0.0059,0.0035979437955632114,0.0029304345072498333,0.004677861038719454,0.769142940712094,1.6903859846156923
spd,output_comp,256,36,12,0.0059,0.0036502506267803774,0.0023672998644536053,0.004677861038719454,0.780324724605248,1.6422877916989176
spd,embedding_ase,256,36,12,0.0059,0.0037373191233065145,0.003175072785811664,0.004677861038719454,0.7989376110944909,1.566658237951113
spd,random_stratified,256,36,12,0.0059,0.004387298790973425,0.003241383188042526,0.004677861038719454,0.9378856607024032,1.1368422565765295
spd,output_active,256,36,12,0.0059,0.004649308073536078,0.0030243063495459296,0.004677861038719454,0.9938961493411116,1.0123203889324748
spd,mc,256,36,12,0.0059,0.004677861038719454,0.0033744791666666667,0.004677861038719454,1.0,1.0
spd,ase_output,256,36,12,0.0059,0.005192401794606239,0.004238419425499311,0.004677861038719454,1.109994878348853,0.8116299231102468
spd,per_query_rf,512,36,12,0.0059,0.0015531743765554704,0.0012095233312212194,0.0032351609770317506,0.4800918370313995,4.338617428353851
spd,pca_comp,512,36,12,0.0059,0.001787852860278557,0.001293963584024872,0.0032351609770317506,0.5526318081145087,3.2743737015761796
spd,input_concept_comp,512,36,12,0.0059,0.0026102333999770554,0.0019445159046380682,0.0032351609770317506,0.8068326177610907,1.5361481629407203
spd,internal,512,36,12,0.0059,0.002702684474538727,0.001941429839818315,0.0032351609770317506,0.8354095804587847,1.4328512177641735
spd,random_comp,512,36,12,0.0059,0.002711893093466786,0.0021267874104016976,0.0032351609770317506,0.838255997992081,1.4231368386551744
spd,output_comp,512,36,12,0.0059,0.0028893312588125185,0.0017766341145955362,0.0032351609770317506,0.8931027789113203,1.2537100827795593
spd,mc,512,36,12,0.0059,0.0032351609770317506,0.002649565972222222,0.0032351609770317506,1.0,1.0
spd,random_stratified,512,36,12,0.0059,0.0034860943972568866,0.0027297265989998524,0.0032351609770317506,1.0775644309530978,0.8612188067976903
spd,embedding_comp,512,36,12,0.0059,0.003490844077440229,0.0021038887496288967,0.0032351609770317506,1.079032574336708,0.858876833904731
spd,ase_output,512,36,12,0.0059,0.0035766576773293046,0.002603119094953696,0.0032351609770317506,1.1055578695224235,0.8181577326768167
spd,output_active,512,36,12,0.0059,0.0038043496819359828,0.0025490216869249608,0.0032351609770317506,1.1759382945532624,0.7231542336931541
spd,embedding_ase,512,36,12,0.0059,0.006534737222077738,0.003586943614081731,0.0032351609770317506,2.0199109931380717,0.2450956110750916
spd,per_query_rf,1024,36,12,0.0059,0.0012620164087712054,0.000921748881368313,0.0020955069134162615,0.6022487450130939,2.7570725392728304
spd,output_comp,1024,36,12,0.0059,0.0014697241750847411,0.0010712296061079207,0.0020955069134162615,0.701369279993775,2.0328555525085994
spd,input_concept_comp,1024,36,12,0.0059,0.0015670185126175624,0.0011702592615580629,0.0020955069134162615,0.7477992568694916,1.788257032099994
spd,output_active,1024,36,12,0.0059,0.0018267216329907955,0.0013305978482334704,0.0020955069134162615,0.8717325728182539,1.3159320124749165
spd,internal,1024,36,12,0.0059,0.0019470004582830326,0.001361429896892196,0.0020955069134162615,0.929131011602762,1.1583667647214386
spd,mc,1024,36,12,0.0059,0.0020955069134162615,0.0015816840277777778,0.0020955069134162615,1.0,1.0
